Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Prefrontal_cortex	14/5632	0.00012275355520203971968103140444128484887187369167804718017578125	0.0157124550658610841191720197684844606555998325347900390625	0.0000071297236389659556207222014523328113000388839282095432281494140625	0.000912604625787642319452441785898599846404977142810821533203125	-7.757498564247982	69.85884873217967	CADPS2;WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;RUSC1;NKRF;SH3BGRL2;GRSF1;RAB3GAP1;RAB11FIP5
Pineal_gland	13/5881	0.0010328485562231654558418281197873511700890958309173583984375	0.0661023075982825891738769996663904748857021331787109375	0.00010519998023839345993070415463677136358455754816532135009765625	0.00673279873525718143556506589675336726941168308258056640625	-7.355632632171036	50.573171879241244	WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;RUSC1;NKRF;SH3BGRL2;GRSF1;RAB3GAP1;RAB11FIP5
Amygdala	12/5279	0.00156349102201028852636432997513793452526442706584930419921875	0.0667089502724389771248780789392185397446155548095703125	0.0002208133770110573437621404035979821856017224490642547607421875	0.00942137075247177942227683189457820844836533069610595703125	-7.670498832988851	49.557820603070176	WDR69;ELOVL4;ABCA5;RUSC1;UBP1;SH3BGRL2;UBE3A;GRSF1;LZTFL1;RAB3GAP1;CCDC28A;RAB11FIP5
Parenchyma	11/5163	0.005129816916984753470687419252271865843795239925384521484375	0.09996376233893988771939120852039195597171783447265625	0.0010233102374109250519429448189612230635248124599456787109375	0.0218306183980997332849671721533013624139130115509033203125	-7.596550056699479	40.05421788405466	WDR69;ELOVL4;ABCA5;RUSC1;RARS;UBP1;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
B-lymphoblastoid_cell	12/5983	0.0049882832777794379464086915731968474574387073516845703125	0.09996376233893988771939120852039195597171783447265625	0.000792195897327609773082290889334444727865047752857208251953125	0.0218306183980997332849671721533013624139130115509033203125	-7.126366246338548	37.774469171104634	WDR69;ABCA5;RUSC1;NKRF;RARS;UBP1;KPNA4;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Bronchial_epithelial_cell	10/4837	0.01087994361109902163864404656123952008783817291259765625	0.09996376233893988771939120852039195597171783447265625	0.0028271650981724172173314979517044776002876460552215576171875	0.03630764443864388513194541019402095116674900054931640625	-7.118945482791374	32.18357235156	WDR69;ABCA5;RUSC1;RARS;UBP1;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Parietal_lobe	15/9921	0.0189565758779787797705385088420371175743639469146728515625	0.11205487259663159116396258241366012953221797943115234375	0.001401472421382959736291251573447880218736827373504638671875	0.02562692427671697803504002877161838114261627197265625	-8.070832993921563	32.0057307969934	CADPS2;WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Cingulate_cortex	10/4839	0.01091272619652323971894958276607212610542774200439453125	0.09996376233893988771939120852039195597171783447265625	0.002836534721769053309092800674307000008411705493927001953125	0.03630764443864388513194541019402095116674900054931640625	-7.038007948309677	31.796492691803184	WDR69;ELOVL4;ABCA5;RUSC1;SH3BGRL2;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Occipital_lobe	15/10045	0.02166174421112254666610397180193103849887847900390625	0.11205487259663159116396258241366012953221797943115234375	0.0016505660375168390401057205707502362201921641826629638671875	0.026409056600269424641691529132003779523074626922607421875	-7.6208667080769805	29.20474266052936	CADPS2;WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Thymus	10/4940	0.0126737211164939835017495539659648784436285495758056640625	0.09996376233893988771939120852039195597171783447265625	0.003344681590690653898156892154247543658129870891571044921875	0.037554034099318421568991510639534681104123592376708984375	-6.533104790743723	28.53806927495299	WDR69;ELOVL4;ABCA5;RUSC1;UBP1;GRSF1;LZTFL1;RAB3GAP1;CCDC28A;RAB11FIP5
Retina	16/11092	0.020758794151409964978682864966685883700847625732421875	0.11205487259663159116396258241366012953221797943115234375	0.000892813360135687769485179909878524995292536914348602294921875	0.0218306183980997332849671721533013624139130115509033203125	-7.122066390567549	27.596478209664067	CADPS2;WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;NKRF;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Blood	11/6006	0.0172297559186596095648358328844551579095423221588134765625	0.11205487259663159116396258241366012953221797943115234375	0.00393645770434870867493515333990217186510562896728515625	0.038758968165894976121155224291214835830032825469970703125	-6.650985013150301	27.010430928195014	WDR69;ABCA5;RUSC1;RARS;UBP1;KPNA4;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Pancreatic_islet	10/4972	0.01327643718564045470509338287001810385845601558685302734375	0.09996376233893988771939120852039195597171783447265625	0.003520690696811101805252519625355489552021026611328125	0.037554034099318421568991510639534681104123592376708984375	-6.215860923801914	26.863486798595208	WDR69;ABCA5;RUSC1;UBP1;SH3BGRL2;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Medulla_oblongata	9/4544	0.02273686126590711287231982851153588853776454925537109375	0.11205487259663159116396258241366012953221797943115234375	0.0074583734025302321490880075316454167477786540985107421875	0.045262489557460226785590151621363474987447261810302734375	-6.606441294054867	24.997240020672965	WDR69;ELOVL4;ABCA5;RUSC1;UBP1;UBE3A;RAB3GAP1;CCDC28A;RAB11FIP5
Temporal_lobe	13/8425	0.03316479228106054832903026863277773372828960418701171875	0.1286391943022954509334709882750757969915866851806640625	0.00544259092744049655099303208771743811666965484619140625	0.04427471300242590002138598492820165120065212249755859375	-7.337250852999118	24.99263133672067	CADPS2;ELOVL4;UBP1;UBE3A;LZTFL1;CCDC28A;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
MOLT-4_cell	9/4430	0.0193596601360666066560245468508583144284784793853759765625	0.11205487259663159116396258241366012953221797943115234375	0.006248463995531820282247625897298348718322813510894775390625	0.04427471300242590002138598492820165120065212249755859375	-6.282091587757974	24.78011076534099	WDR69;ABCA5;UBP1;UBE3A;GRSF1;LZTFL1;RAB3GAP1;CCDC28A;RAB11FIP5
Thalamus	9/4856	0.034266757524274160662258736920193769037723541259765625	0.1290042636207968385075872674860875122249126434326171875	0.01175399004641385254654739611623881501145660877227783203125	0.053304410769409560355569510647910647094249725341796875	-6.519645347642777	21.994542303768206	WDR69;ABCA5;RUSC1;SH3BGRL2;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Natural_killer_cell	14/9530	0.03699435012633521535629910204079351387917995452880859375	0.134461066996168276954648490573163144290447235107421875	0.00467299333717767668983089635048600030131638050079345703125	0.04272451051133875632448422265952103771269321441650390625	-6.454621379718458	21.28082264156901	CADPS2;WDR69;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;NKRF;RUSC1;RARS;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Embryonic_brain	9/4936	0.037817175092672329628218363950509228743612766265869140625	0.134461066996168276954648490573163144290447235107421875	0.01312215917078715481103312612276567961089313030242919921875	0.055987879128691860064481744529985007829964160919189453125	-6.177261968655402	20.230482985770553	WDR69;ELOVL4;ABCA5;RUSC1;UBP1;UBE3A;RAB3GAP1;CCDC28A;RAB11FIP5
Frontal_lobe	15/11591	0.0914145640634226042120502597754239104688167572021484375	0.254389763626976239674348789776558987796306610107421875	0.01040263991914083634149346124786461587063968181610107421875	0.05121299652500103938290720861914451234042644500732421875	-7.8576108358852	18.798158968270428	CADPS2;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;NKRF;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Helper_T-lymphocyte	9/5270	0.0555833310158927729194289213410229422152042388916015625	0.177866659250856873342172548291273415088653564453125	0.020242739885072962013889963373003411106765270233154296875	0.0713301255300182734941927265026606619358062744140625	-6.42012870251474	18.553349689379544	WDR69;ABCA5;RUSC1;UBP1;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Ophthalmic_nerve	7/3453	0.04396011652032523475686076608326402492821216583251953125	0.1484512998164987662708114157794625498354434967041015625	0.019849612328444767028745587822413654066622257232666015625	0.0713301255300182734941927265026606619358062744140625	-5.893306452774122	18.413473938996148	WDR69;ELOVL4;ABCA5;RUSC1;RAB3GAP1;CCDC28A;RAB11FIP5
Subthalamic_nucleus	8/4383	0.052482401979530295121900707044915179722011089324951171875	0.172249934702048135282126395395607687532901763916015625	0.0214818401310106037171987480860479990951716899871826171875	0.0723598825465620321129023295725346542894840240478515625	-6.137093383289599	18.087716421393228	WDR69;ABCA5;RUSC1;UBE3A;LZTFL1;RAB3GAP1;CCDC28A;RAB11FIP5
Keratinocyte	2/137	0.00816344557641685182602930836992527474649250507354736328125	0.09996376233893988771939120852039195597171783447265625	0.006331426210608475345364976050177574506960809230804443359375	0.04427471300242590002138598492820165120065212249755859375	-3.754667398472242	18.052774818696978	UBE3A;RAB11FIP5
Monocyte	11/7640	0.09539616136011609681677470007343799807131290435791015625	0.254389763626976239674348789776558987796306610107421875	0.0287512487375089186014687214765217504464089870452880859375	0.08363999632729866851033051489139324985444545745849609375	-7.229803447534854	16.987991623802937	WDR69;ABCA5;RUSC1;RARS;UBP1;UBE3A;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5;CCDC28A
Dendritic_cell	9/5660	0.082965670994252838088556245565996505320072174072265625	0.2469675787735898520036670333865913562476634979248046875	0.031986013548844172138529984295018948614597320556640625	0.08910903375072744270202207417241879738867282867431640625	-6.487723105718613	16.150073113842044	WDR69;ABCA5;RUSC1;UBP1;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Corpus_callosum	12/9077	0.138254883369134440318504175593261606991291046142578125	0.31135343822048311412942211973131634294986724853515625	0.038711943157881324728553096292671398259699344635009765625	0.102314790559051960183722940200823359191417694091796875	-7.814061937310655	15.461343009478325	ELOVL4;RUSC1;RARS;SH3BGRL2;UBP1;UBE3A;KPNA4;GRSF1;LZTFL1;RAB3GAP1;RAB11FIP5;CCDC28A
Larynx	2/275	0.030409794992537160507328763969780993647873401641845703125	0.122248195749689092526324429854867048561573028564453125	0.023527901637645294574685550514914211817085742950439453125	0.0772197797338101954434108620262122713029384613037109375	-4.197471427555043	14.661727899234851	ABCA5;KPNA4
T-cell_chronic_lymphocytic_leukemia_cell	5/2344	0.07615535830434268238509076809350517578423023223876953125	0.2320925205465681762095897511244402267038822174072265625	0.0442773085553087586418996579595841467380523681640625	0.111127362648618055462890197304659523069858551025390625	-5.665645835480951	14.588923789892672	UBE3A;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Hepatoma_cell	2/241	0.0238194050259235186317585686310849268920719623565673828125	0.11292162382660038411064107322090421803295612335205078125	0.018411865965874039952065999159458442591130733489990234375	0.06931526010681991756268160997933591715991497039794921875	-3.817398521702869	14.2665905413842	CADPS2;ABCA5
Cerebral_peduncle	8/4907	0.0928966485314045298249396864775917492806911468505859375	0.254389763626976239674348789776558987796306610107421875	0.040819708014235546456038861151682795025408267974853515625	0.10449845251644300503368611998666892759501934051513671875	-5.959495997961339	14.161357907241674	CADPS2;WDR69;ELOVL4;ABCA5;RUSC1;UBE3A;RAB3GAP1;RAB11FIP5
Prostate_gland_intraepithelial_neoplasia_cell_line	1/7	0.006980078906779566168261386138738089357502758502960205078125	0.09996376233893988771939120852039195597171783447265625	0.006917923906629046444660691150829734397120773792266845703125	0.04427471300242590002138598492820165120065212249755859375	-2.832882828230531	14.064399376006737	ABCA5
Megakaryoblast	1/13	0.01292614034275643870863792272984937881119549274444580078125	0.09996376233893988771939120852039195597171783447265625	0.0120767805649443539517395862503690295852720737457275390625	0.053304410769409560355569510647910647094249725341796875	-3.155563890940829	13.721981049600023	CCDC28A
Hypothalamus	16/12937	0.11245829805540390189388944008896942250430583953857421875	0.2736058080910745982095022554858587682247161865234375	0.0084675396079746979849378618609989644028246402740478515625	0.04712369868785919180265153727305005304515361785888671875	-5.924498026711994	12.946052000928393	CADPS2;WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;NKRF;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Brain	16/13237	0.1411224100435339023906777811134816147387027740478515625	0.311442560096074794184772827065899036824703216552734375	0.01175114008166737965266346321868695667944848537445068359375	0.053304410769409560355569510647910647094249725341796875	-6.34810792918825	12.430405400398904	CADPS2;WDR69;ELOVL4;ABCA5;UBP1;UBE3A;LZTFL1;CCDC28A;NKRF;RUSC1;RARS;SH3BGRL2;KPNA4;GRSF1;RAB3GAP1;RAB11FIP5
Trigeminal_ganglion	7/4239	0.111277983419059811609486132510937750339508056640625	0.2736058080910745982095022554858587682247161865234375	0.05546327809704777733745828527389676310122013092041015625	0.13355031556650331925339969529886730015277862548828125	-5.585394674945154	12.263984317395172	WDR69;ELOVL4;ABCA5;RUSC1;UBE3A;RAB3GAP1;RAB11FIP5
Olfactory_bulb	7/4257	0.113289904912710570616951599731692112982273101806640625	0.2736058080910745982095022554858587682247161865234375	0.056594217800232986259612033563826116733253002166748046875	0.13355031556650331925339969529886730015277862548828125	-5.628040680096718	12.256776345730287	WDR69;ABCA5;RUSC1;UBE3A;RAB3GAP1;CCDC28A;RAB11FIP5
Cytotoxic_T-lymphocyte	8/5212	0.1236673980230642289068754280378925614058971405029296875	0.29313753605467074425661166969803161919116973876953125	0.056641967248172060689359597063230467028915882110595703125	0.13355031556650331925339969529886730015277862548828125	-5.84971082870143	12.22682919393073	WDR69;ABCA5;UBP1;UBE3A;GRSF1;RAB3GAP1;CCDC28A;RAB11FIP5
Muscle	4/1841	0.1057385147557523830119663443838362582027912139892578125	0.270690597774726093849295693871681578457355499267578125	0.06898048160339491363668429357858258299529552459716796875	0.1535178216206469492544073318640585057437419891357421875	-5.327849304825339	11.970537624927408	ABCA5;RARS;UBE3A;KPNA4
MEL-HO_cell	1/11	0.0109478882443844009741962253201563726179301738739013671875	0.09996376233893988771939120852039195597171783447265625	0.01035997079540923633544924342686499585397541522979736328125	0.05121299652500103938290720861914451234042644500732421875	-2.5402720953219005	11.468334491016181	ABCA5
Digestive_cell	1/8	0.0079734465063619856806109709168595145456492900848388671875	0.09996376233893988771939120852039195597171783447265625	0.007779490392688476370353090061371403862722218036651611328125	0.045262489557460226785590151621363474987447261810302734375	-2.252948841450423	10.885434236354632	GABARAPL1
Caudate_nucleus	7/4512	0.144057958589193957354979147567064501345157623291015625	0.3125325203290987285953406171756796538829803466796875	0.074311931501246319964337772034923546016216278076171875	0.1612191056298225289022951756123802624642848968505859375	-5.6070751077781855	10.863929894296314	WDR69;ABCA5;RUSC1;UBE3A;RAB3GAP1;CCDC28A;RAB11FIP5
CX-1_cell	1/6	0.00598576637922618344511693777576510910876095294952392578125	0.09996376233893988771939120852039195597171783447265625	0.0060556533469989549944845208528931834734976291656494140625	0.04427471300242590002138598492820165120065212249755859375	-2.1178868581525574	10.840130460392963	ABCA5
